instrument_short,datetime,change,vol,turnover_rate,volume_ratio,factor_x
1988.SH,2019-12-27,0.01,974041.29,0.0462,1.59,0.009922033388976459
1988.SH,2019-12-30,0.02,1305398.7,0.0619,1.94,0.02187619862310397
1988.SH,2019-12-31,-0.02,742624.19,0.0352,0.97,-0.018545821068130852
1988.SH,2020-01-02,0.03,1389909.99,0.0659,1.65,0.030844039382469823
1988.SH,2020-01-03,-0.01,857384.14,0.0407,0.85,-0.010499986302258346
1988.SH,2020-01-06,-0.02,1371085.15,0.0651,1.3,-0.018045834765872737
1988.SH,2020-01-07,0.03,1565238.2,0.0743,1.38,0.028545821068131083
1988.SH,2020-01-08,-0.03,1042787.56,0.0495,0.88,-0.030499986302258364
1988.SH,2020-01-09,0.0,749714.43,0.0356,0.6,0.001266059073704362
1988.SH,2020-01-10,0.0,538334.54,0.0255,0.48,-0.0022982183143387402
1988.SH,2020-01-13,0.01,537304.88,0.0255,0.51,0.010000000000000231
1988.SH,2020-01-14,-0.01,733156.14,0.0348,0.83,-0.009655946919788772
1988.SH,2020-01-15,-0.02,677662.72,0.0322,0.94,-0.01957798030876523
1988.SH,2020-01-16,-0.02,883941.09,0.0419,1.37,-0.021454178931869183
1988.SH,2020-01-17,0.0,642485.73,0.0305,0.95,-0.0022202517033154123
1988.SH,2020-01-20,0.01,676326.56,0.0321,0.97,0.008467854457107737
1988.SH,2020-01-21,-0.02,1032569.46,0.049,1.43,-0.01965594691978856
1988.SH,2020-01-22,0.0,998820.26,0.0474,1.28,0.00007796661102332791
1988.SH,2020-01-23,-0.03,1413348.73,0.0671,1.67,-0.03153214554289274
1988.SH,2020-02-03,-0.18,2615174.22,0.1241,2.74,-0.1810321592406341
1988.SH,2020-02-04,0.07,1705844.98,0.0809,1.27,0.06150882624185483
1988.SH,2020-02-05,0.0,1086777.26,0.0516,0.7,-0.011380938324552226
1988.SH,2020-02-06,0.01,1123485.85,0.0533,0.72,0.015362509400123514
1988.SH,2020-02-07,0.0,747153.52,0.0354,0.47,0.0003440530802114594
1988.SH,2020-02-10,-0.01,773106.78,0.0367,0.53,-0.00923392722855354
1988.SH,2020-02-11,0.03,1007720.33,0.0478,0.93,0.029655946919788345
1988.SH,2020-02-12,0.01,769606.59,0.0365,0.81,0.010266086469188362
1988.SH,2020-02-13,-0.01,746296.71,0.0354,0.84,-0.007357728605450031
1988.SH,2020-02-14,0.03,655540.28,0.0311,0.81,0.030422019691235036
1988.SH,2020-02-17,0.04,913393.3,0.0433,1.16,0.04026608646918817
1988.SH,2020-02-18,-0.02,803011.4,0.0381,0.98,-0.01632556936481544
1988.SH,2020-02-19,0.02,926751.06,0.044,1.19,0.022376184925362086
1988.SH,2020-02-20,0.03,942578.61,0.0447,1.17,0.02915596061753023
1988.SH,2020-02-21,-0.01,799392.18,0.0379,0.94,-0.007435695216472915
1988.SH,2020-02-24,-0.03,779094.32,0.037,0.89,-0.028045834765872968
1988.SH,2020-02-25,-0.02,956829.39,0.0454,1.13,-0.021798232012080643
1988.SH,2020-02-26,0.03,1201768.23,0.057,1.36,0.02701367552523859
1988.SH,2020-02-27,0.02,680800.08,0.0323,0.73,0.019500013697741903
1988.SH,2020-02-28,-0.07,1149836.62,0.0546,1.3,-0.06701367552523863
1988.SH,2020-03-02,0.05,1010955.57,0.048,1.06,0.049123773981412544
1988.SH,2020-03-03,0.02,1114738.9,0.0529,1.11,0.016357756000933588
1988.SH,2020-03-04,0.01,701546.42,0.0333,0.68,0.01451847001765394
1988.SH,2020-03-05,0.03,1194563.42,0.0567,1.28,0.0318761986231042
1988.SH,2020-03-06,-0.03,808703.06,0.0384,0.78,-0.028201767987919624
1988.SH,2020-03-09,-0.06,1035165.39,0.0491,1.07,-0.05873394092629569
1988.SH,2020-03-10,0.02,968387.83,0.0459,1.0,0.01563746320439252
1988.SH,2020-03-11,0.0,906479.27,0.043,0.96,-0.003908330468254562
1988.SH,2020-03-12,-0.01,722892.23,0.0343,0.74,-0.008467854457107293
1988.SH,2020-03-13,-0.02,1172754.53,0.0556,1.32,-0.020344053080211477
1988.SH,2020-03-16,-0.02,1095700.81,0.052,1.14,-0.021454178931869183
1988.SH,2020-03-17,0.02,1202059.33,0.057,1.24,0.017779748296684605
1988.SH,2020-03-18,-0.06,835100.5,0.0396,0.82,-0.06084403938246963
1988.SH,2020-03-19,-0.04,1205186.65,0.0572,1.2,-0.0405321729383763
1988.SH,2020-03-20,0.04,1021477.0,0.0485,0.93,0.03402735105047672
1988.SH,2020-03-23,-0.06,822941.52,0.039,0.77,-0.0616880787649392
1988.SH,2020-03-24,0.04,937394.16,0.0445,0.92,0.040999972604516266
1988.SH,2020-03-25,0.03,857867.22,0.0407,0.89,0.026779775692168162
1988.SH,2020-03-26,0.0,854189.99,0.0405,0.88,0.004096450326419365
1988.SH,2020-03-27,0.01,702523.29,0.0333,0.78,0.012298218314338971
1988.SH,2020-03-30,0.0,814390.44,0.0386,0.98,0.0003440530802114594
1988.SH,2020-03-31,-0.04,696184.42,0.033,0.84,-0.03923392722855379
1988.SH,2020-04-01,0.0,661603.46,0.0314,0.84,-0.0013762123208458377
1988.SH,2020-04-02,0.02,749382.67,0.0356,1.0,0.01693570891421503
1988.SH,2020-04-03,-0.01,561932.51,0.0267,0.78,-0.009311893839576868
1988.SH,2020-04-07,0.02,821410.37,0.039,1.18,0.021188092462680608
1988.SH,2020-04-08,-0.02,552744.95,0.0262,0.79,-0.0200779666110229
1988.SH,2020-04-09,0.0,358580.62,0.017,0.54,0.0008440393824695747
1988.SH,2020-04-10,0.01,654514.23,0.0311,1.08,0.008467854457107293
1988.SH,2020-04-13,0.02,598154.74,0.0284,1.01,0.020344053080211477
1988.SH,2020-04-14,0.01,607840.73,0.0288,1.02,0.011454178931868952
1988.SH,2020-04-15,0.01,575698.68,0.0273,1.04,0.011876198623104184
1988.SH,2020-04-16,0.01,579435.32,0.0275,1.04,0.011110125851657493
1988.SH,2020-04-17,0.03,867263.27,0.0411,1.44,0.031110125851657955
1988.SH,2020-04-20,-0.03,774291.41,0.0367,1.2,-0.028201767987919624
1988.SH,2020-04-21,0.01,589821.65,0.028,0.87,0.011266059073704593
1988.SH,2020-04-22,-0.03,1113622.52,0.0528,1.64,-0.03195416523412753
1988.SH,2020-04-23,-0.07,1804053.86,0.0856,2.3,-0.07026608646918797
1988.SH,2020-04-24,-0.03,810854.43,0.0385,0.79,-0.03470658987581876
1988.SH,2020-04-27,0.01,860388.52,0.0408,0.84,0.0036053313592416814
1988.SH,2020-04-28,-0.01,650412.82,0.0309,0.63,-0.011954165234127068
1988.SH,2020-04-29,0.03,515771.84,0.0245,0.49,0.030422019691234592
1988.SH,2020-04-30,0.02,795634.9,0.0377,0.86,0.02026608646918815
1988.SH,2020-05-06,-0.03,947945.63,0.045,1.3,-0.027013675525238146
1988.SH,2020-05-07,-0.01,612246.95,0.029,0.81,-0.009500013697742116
1988.SH,2020-05-08,0.02,557565.86,0.0265,0.79,0.017357728605449818
1988.SH,2020-05-11,0.0,425542.98,0.0202,0.62,-0.00007796661102332791
1988.SH,2020-05-12,-0.02,578508.57,0.0274,0.87,-0.018467854457107524
1988.SH,2020-05-13,0.02,494382.6,0.0235,0.79,0.0193118938395771
1988.SH,2020-05-14,-0.01,351512.7,0.0167,0.66,-0.010844039382469361
1988.SH,2020-05-15,0.0,324325.94,0.0154,0.67,0.001188092462681034
1988.SH,2020-05-18,0.0,438387.09,0.0208,1.01,-0.0007660727714462467
1988.SH,2020-05-19,0.01,422776.83,0.0201,0.97,0.009999999999999787
1988.SH,2020-05-20,0.01,408400.82,0.0194,1.01,0.01034405308021169
1988.SH,2020-05-21,-0.02,414721.2,0.0197,1.07,-0.01888987414834231
1988.SH,2020-05-22,-0.03,708899.11,0.0336,1.76,-0.02992203338897692
1988.SH,2020-05-25,0.02,390813.55,0.0185,0.82,0.017435695216473146
1988.SH,2020-05-26,-0.01,381006.41,0.0181,0.81,-0.011610112153915608
1988.SH,2020-05-27,0.02,527542.7,0.025,1.14,0.021188092462681052
1988.SH,2020-05-28,0.02,662906.71,0.0315,1.37,0.01992203338897669
1988.SH,2020-05-29,-0.02,548737.05,0.026,1.03,-0.017779748296684605
1988.SH,2020-06-01,0.02,556597.19,0.0264,1.11,0.020844039382469592
1988.SH,2020-06-02,0.01,609186.7,0.0289,1.14,0.009155960617530212
1988.SH,2020-06-03,0.02,678517.2,0.0322,1.17,0.02187619862310397
1988.SH,2020-06-04,0.0,494643.55,0.0235,0.81,0.0014541789318691656
1988.SH,2020-06-05,0.0,535643.21,0.0254,0.93,0.0015321455428924935
1988.SH,2020-06-08,0.01,562781.74,0.0267,0.98,0.009999999999999787
1988.SH,2020-06-09,0.0,417451.51,0.0198,0.72,0.0003440530802114594
1988.SH,2020-06-10,-0.01,481802.27,0.0229,0.9,-0.00923392722855354
1988.SH,2020-06-11,-0.02,568239.96,0.027,1.14,-0.020344053080211477
1988.SH,2020-06-12,0.0,610064.26,0.0289,1.19,-0.0014541789318691656
1988.SH,2020-06-15,-0.04,668825.57,0.0317,1.27,-0.04153214554289253
1988.SH,2020-06-16,0.03,504790.94,0.024,0.92,0.02862378767915441
1988.SH,2020-06-17,-0.01,352506.94,0.0167,0.62,-0.01203213184515084
1988.SH,2020-06-18,0.0,476710.03,0.0226,0.88,0.001954165234127281
1988.SH,2020-06-19,0.01,1082884.14,0.0514,2.07,0.009233927228553984
1988.SH,2020-06-22,-0.01,599355.49,0.0284,0.97,-0.009655946919788772
1988.SH,2020-06-23,-0.02,649583.82,0.0308,1.08,-0.01957798030876523
1988.SH,2020-06-24,0.02,608271.31,0.0289,0.96,0.018545821068130852
1988.SH,2020-06-29,0.01,672794.1,0.0319,0.98,0.009155960617530656
1988.SH,2020-06-30,0.01,676550.15,0.0321,0.94,0.01187619862310374
1988.SH,2020-07-01,0.02,771641.71,0.0366,1.2,0.021110125851657724
1988.SH,2020-07-02,0.08,1474559.29,0.07,2.18,0.08145417893186924
1988.SH,2020-07-03,0.05,1606935.47,0.0762,1.91,0.05428457018458399
1988.SH,2020-07-06,0.24,3559849.06,0.1689,3.42,0.24784884757262748
1988.SH,2020-07-07,-0.05,2748167.89,0.1304,1.7,-0.03791236221769401
1988.SH,2020-07-08,0.0,2519224.27,0.1195,1.24,0.016665481113652625
1988.SH,2020-07-09,-0.05,2001802.01,0.095,0.84,-0.053830363857231056
1988.SH,2020-07-10,-0.1,2438752.16,0.1157,0.98,-0.10172026540105739
1988.SH,2020-07-13,0.02,2764324.04,0.1312,1.04,0.01272910534065419
1988.SH,2020-07-14,-0.02,2152974.09,0.1022,0.86,-0.026972621554039566
1988.SH,2020-07-15,-0.05,2116308.19,0.1004,0.89,-0.2391559606175302
1988.SH,2020-07-16,-0.03,1744660.21,0.0828,0.76,-0.03978941946796777
1988.SH,2020-07-17,0.01,1200051.63,0.0569,0.53,-0.009417905755343625
1988.SH,2020-07-20,0.05,1293338.86,0.0614,0.65,0.04804583476587254
1988.SH,2020-07-21,-0.03,773799.08,0.0367,0.45,-0.02751366182749626
1988.SH,2020-07-22,0.0,1213082.65,0.0576,0.85,0.0027982046165968555
1988.SH,2020-07-23,-0.02,1200131.04,0.0569,0.96,-0.022298218314338758
1988.SH,2020-07-24,-0.06,1532505.95,0.0727,1.35,-0.06068810616042297
1988.SH,2020-07-27,-0.02,1006207.12,0.0477,0.84,-0.023596464024161268
1988.SH,2020-07-28,0.0,836588.42,0.0397,0.73,-0.005284542789100399
1988.SH,2020-07-29,0.04,1099517.75,0.0522,0.95,0.03846785445710754
1988.SH,2020-07-30,-0.03,768503.0,0.0365,0.68,-0.02862378767915441
1988.SH,2020-07-31,-0.01,1427033.75,0.0677,1.36,-0.007967868154849178
1988.SH,2020-08-03,0.01,1465130.07,0.0695,1.43,0.007357728605449587
1988.SH,2020-08-04,0.04,1861095.99,0.0883,1.66,0.03957798030876525
1988.SH,2020-08-05,-0.03,898573.85,0.0426,0.68,-0.02785771490770772
1988.SH,2020-08-06,0.01,1034738.16,0.0491,0.81,0.012032131845150396
1988.SH,2020-08-07,-0.02,1009984.78,0.0479,0.76,-0.0219541652341273
1988.SH,2020-08-10,0.01,1192024.65,0.0566,0.95,0.010077966611023559
1988.SH,2020-08-11,0.0,1954798.58,0.0927,1.63,-0.001188092462681034
1988.SH,2020-08-12,-0.01,1591243.83,0.0755,1.31,-0.009233927228553984
1988.SH,2020-08-13,-0.01,848300.65,0.0402,0.63,-0.010344053080211246
1988.SH,2020-08-14,0.02,892996.78,0.0424,0.68,0.01888987414834231
1988.SH,2020-08-17,0.05,2898816.29,0.1375,2.24,0.049922033388976494
1988.SH,2020-08-18,-0.04,1547347.04,0.0734,0.95,-0.036747589056050245
1988.SH,2020-08-19,-0.02,1073043.32,0.0509,0.69,-0.01754584846361462
1988.SH,2020-08-20,-0.01,1609978.97,0.0764,1.11,-0.013752397246207693
1988.SH,2020-08-21,0.0,895426.0,0.0425,0.56,-0.001876198623103953
1988.SH,2020-08-24,-0.01,1471333.22,0.0698,0.92,-0.010766072771446478
1988.SH,2020-08-25,0.0,1195397.91,0.0567,0.91,-0.0003440530802114594
1988.SH,2020-08-26,-0.03,1367679.07,0.0649,1.09,-0.03076607277144605
1988.SH,2020-08-27,-0.01,1208980.08,0.0574,0.92,-0.01103215924063461
1988.SH,2020-08-28,0.02,1662965.47,0.0789,1.35,0.017357728605449818
1988.SH,2020-08-31,-0.02,2237494.48,0.1062,1.62,-0.020077966611023346
1988.SH,2020-09-01,-0.03,1869807.66,0.0887,1.22,-0.02915596061753023
1988.SH,2020-09-02,-0.03,1664738.35,0.079,1.0,-0.032564304783526676
1988.SH,2020-09-03,0.0,1209571.81,0.0574,0.7,-0.0033303775549731185
1988.SH,2020-09-04,-0.02,1380060.84,0.0655,0.8,-0.022298218314338758
1988.SH,2020-09-07,-0.01,1379812.21,0.0655,0.83,-0.01068810616042315
1988.SH,2020-09-08,0.02,1095573.83,0.052,0.73,0.018123801376896065
1988.SH,2020-09-09,0.0,1035868.55,0.0491,0.77,-0.00007796661102332791
1988.SH,2020-09-10,-0.01,1126167.1,0.0534,0.92,-0.008467854457107293
1988.SH,2020-09-11,0.0,932805.21,0.0443,0.78,-0.0003440530802114594
1988.SH,2020-09-14,0.01,541720.56,0.0257,0.49,0.00923392722855354
1988.SH,2020-09-15,0.0,769826.03,0.0365,0.81,0.0003440530802114594
1988.SH,2020-09-16,0.0,638137.75,0.0303,0.72,0.0007660727714462467
1988.SH,2020-09-17,0.0,630050.25,0.0299,0.79,0.0
1988.SH,2020-09-18,0.03,1640568.24,0.0778,2.34,0.03000000000000025
1988.SH,2020-09-21,-0.02,885510.66,0.042,1.05,-0.01896784075936564
1988.SH,2020-09-22,-0.02,1106760.84,0.0525,1.21,-0.018389887846084196
1988.SH,2020-09-23,0.01,741478.45,0.0352,0.76,0.0077797482966843745
1988.SH,2020-09-24,-0.01,907282.99,0.043,0.91,-0.011188092462680821
1988.SH,2020-09-25,-0.01,591453.25,0.0281,0.56,-0.009577980308765444
1988.SH,2020-09-28,0.05,1669771.17,0.0792,1.97,0.04888987414834256
1988.SH,2020-09-29,-0.04,950137.73,0.0451,0.95,-0.039045807370388985
1988.SH,2020-09-30,0.0,977042.38,0.0464,1.01,0.002454151536385396
1988.SH,2020-10-09,0.01,876329.41,0.0416,0.86,0.0069357089142148
1988.SH,2020-10-12,0.02,1393671.44,0.0661,1.38,0.020344053080211477
1988.SH,2020-10-13,-0.02,1772980.09,0.0841,1.51,-0.018545821068130852
1988.SH,2020-10-14,-0.01,904424.93,0.0429,0.76,-0.009155960617530212
1988.SH,2020-10-15,0.01,935391.49,0.0444,0.79,0.008123801376895834
1988.SH,2020-10-16,0.02,1649664.53,0.0783,1.4,0.01957798030876523
1988.SH,2020-10-19,0.01,2462122.41,0.1168,1.85,0.011454178931869397
1988.SH,2020-10-20,-0.03,1221638.13,0.058,0.79,-0.028123801376896296
1988.SH,2020-10-21,0.03,1189118.0,0.0564,0.83,0.029733913530812117
1988.SH,2020-10-22,-0.01,863573.9,0.041,0.58,-0.011266059073704593
1988.SH,2020-10-23,0.01,1199214.94,0.0569,0.81,0.011954165234127512
1988.SH,2020-10-26,0.0,1110921.35,0.0527,0.8,-0.00042201969123478733
1988.SH,2020-10-27,-0.01,1023829.86,0.0486,0.92,-0.009233927228553984
1988.SH,2020-10-28,-0.02,938677.63,0.0445,0.87,-0.020344053080211477
1988.SH,2020-10-29,-0.02,1063629.78,0.0505,1.04,-0.021454178931869183
1988.SH,2020-10-30,-0.01,975250.22,0.0463,0.91,-0.0122202517033152
1988.SH,2020-11-02,0.01,800719.98,0.038,0.78,0.008123801376895834
1988.SH,2020-11-03,0.01,768211.76,0.0364,0.8,0.009577980308765444
1988.SH,2020-11-04,0.0,774830.51,0.0368,0.85,0.0011101258516577062
1988.SH,2020-11-05,0.0,833291.71,0.0395,0.95,0.0007660727714462467
1988.SH,2020-11-06,0.01,877201.0,0.0416,1.06,0.009999999999999787
1988.SH,2020-11-09,0.01,1125211.71,0.0534,1.39,0.01034405308021169
1988.SH,2020-11-10,0.0,1199145.73,0.0569,1.37,0.0011101258516577062
1988.SH,2020-11-11,0.02,1347031.68,0.0639,1.4,0.020766072771446265
1988.SH,2020-11-12,-0.01,970487.59,0.046,0.9,-0.009311893839577312
1988.SH,2020-11-13,-0.01,785476.47,0.0373,0.71,-0.008811907537318753
1988.SH,2020-11-16,0.01,709309.04,0.0337,0.65,0.00888987414834208
1988.SH,2020-11-17,0.0,771426.25,0.0366,0.77,-0.00042201969123478733
1988.SH,2020-11-18,0.01,1351101.29,0.0641,1.47,0.010766072771446478
1988.SH,2020-11-19,0.0,751054.95,0.0356,0.82,0.0003440530802114594
1988.SH,2020-11-20,-0.01,800954.86,0.038,0.92,-0.009233927228553984
1988.SH,2020-11-23,0.02,1439273.72,0.0683,1.64,0.01965594691978856
1988.SH,2020-11-24,0.01,1444818.33,0.0686,1.41,0.009922033388976459
1988.SH,2020-11-25,-0.02,1013064.4,0.0481,0.88,-0.01812380137689562
1988.SH,2020-11-26,0.01,702894.61,0.0333,0.64,0.010077966611023115
1988.SH,2020-11-27,0.08,2975783.83,0.1412,2.75,0.07881190753731904
1988.SH,2020-11-30,-0.03,4558613.16,0.2163,3.01,-0.026481502586862327
1988.SH,2020-12-01,0.06,2446454.16,0.1161,1.14,0.06509642293093565
1988.SH,2020-12-02,-0.03,1443487.02,0.0685,0.62,-0.03023389983306979
1988.SH,2020-12-03,-0.02,1682989.23,0.0799,0.69,-0.016435722611956916
1988.SH,2020-12-04,-0.03,1341176.85,0.0636,0.51,-0.03298632447476191
1988.SH,2020-12-07,-0.03,1489540.35,0.0707,0.65,-0.032564304783526676
1988.SH,2020-12-08,-0.01,865219.5,0.0411,0.51,-0.013330377554972905
1988.SH,2020-12-09,-0.01,1172718.62,0.0556,0.86,-0.01264227139455043
1988.SH,2020-12-10,-0.01,1233300.1,0.0585,0.94,-0.011110125851657493
1988.SH,2020-12-11,-0.01,2242751.51,0.1064,1.84,-0.011110125851657937
1988.SH,2020-12-14,-0.01,1686209.17,0.08,1.2,-0.011110125851657493
1988.SH,2020-12-15,-0.02,2173822.57,0.1031,1.51,-0.021110125851657724
1988.SH,2020-12-16,0.0,1051477.88,0.0499,0.62,-0.0014541789318691656
1988.SH,2020-12-17,0.01,1169992.19,0.0555,0.7,0.008467854457107293
1988.SH,2020-12-18,-0.01,777231.16,0.0369,0.47,-0.009655946919788327
1988.SH,2020-12-21,0.01,678593.33,0.0322,0.49,0.010422019691234574
1988.SH,2020-12-22,-0.03,1043095.22,0.0495,0.89,-0.030422019691234592
1988.SH,2020-12-23,0.0,680091.61,0.0323,0.72,-0.0002660864691881315
1988.SH,2020-12-24,0.01,674957.63,0.032,0.78,0.007701781685661047
1988.SH,2020-12-25,0.01,651709.0,0.0309,0.85,0.01034405308021169
1988.SH,2020-12-28,-0.01,748279.41,0.0355,1.0,-0.008889874148342525
1988.SH,2020-12-29,0.0,819496.32,0.0389,1.08,0.00042201969123478733
1988.SH,2020-12-30,0.0,796054.1,0.0378,1.11,-0.0007660727714462467
1988.SH,2020-12-31,0.01,1109060.68,0.0526,1.5,0.010000000000000231
1988.SH,2021-01-04,-0.01,1212503.17,0.0575,1.47,-0.009655946919788772
1988.SH,2021-01-05,0.0,1304294.77,0.0619,1.39,0.00042201969123478733
1988.SH,2021-01-06,0.01,849769.26,0.0403,0.81,0.009233927228553984
1988.SH,2021-01-07,0.01,1135728.06,0.0539,1.08,0.010344053080211246
1988.SH,2021-01-08,0.0,1132792.86,0.0537,1.01,0.0011101258516577062
1988.SH,2021-01-11,-0.02,1153620.23,0.0547,1.02,-0.01923392722855377
1988.SH,2021-01-12,0.01,980667.74,0.0465,0.88,0.009311893839577312
1988.SH,2021-01-13,0.02,1745961.59,0.0828,1.66,0.018811907537318984
1988.SH,2021-01-14,0.01,1807851.01,0.0858,1.47,0.011454178931868952
1988.SH,2021-01-15,0.02,2752614.9,0.1306,2.02,0.02187619862310397
1988.SH,2021-01-18,-0.03,1674359.0,0.0794,0.99,-0.02854582106813064
1988.SH,2021-01-19,0.02,1415137.25,0.0671,0.79,0.020499986302258133
1988.SH,2021-01-20,-0.02,1108636.65,0.0526,0.59,-0.02161011215391584
1988.SH,2021-01-21,-0.01,729923.53,0.0346,0.42,-0.009155960617530656
1988.SH,2021-01-22,-0.02,1086059.77,0.0515,0.71,-0.02187619862310397
1988.SH,2021-01-25,0.0,974125.77,0.0462,0.81,-0.0014541789318691656
1988.SH,2021-01-26,0.0,765912.29,0.0363,0.72,-0.0015321455428924935
1988.SH,2021-01-27,0.0,1019234.4,0.0484,1.09,0.0
1988.SH,2021-01-28,0.0,735044.03,0.0349,0.8,0.0
1988.SH,2021-01-29,0.0,1120048.47,0.0531,1.22,0.0
1988.SH,2021-02-01,0.01,1053254.33,0.05,1.14,0.010000000000000231
1988.SH,2021-02-02,0.0,1105890.0,0.0525,1.18,0.0003440530802114594
1988.SH,2021-02-03,-0.01,744233.44,0.0353,0.74,-0.009233927228553984
1988.SH,2021-02-04,0.01,1049399.95,0.0498,1.1,0.009655946919788772
1988.SH,2021-02-05,0.04,2090050.72,0.0992,2.06,0.03957798030876525
1988.SH,2021-02-08,-0.03,1591045.9,0.0755,1.32,-0.027857714907708164
1988.SH,2021-02-09,-0.01,1337951.57,0.0635,1.02,-0.007967868154849178
1988.SH,2021-02-10,0.02,1472164.72,0.0698,1.08,0.017357728605449818
1988.SH,2021-02-18,0.01,1905239.81,0.0904,1.26,0.009922033388976459
1988.SH,2021-02-19,0.02,1312440.56,0.0623,0.78,0.02187619862310397
1988.SH,2021-02-22,0.02,2254206.38,0.107,1.48,0.021454178931869183
1988.SH,2021-02-23,-0.02,2643239.34,0.1254,1.6,-0.017779748296684605
1988.SH,2021-02-24,-0.01,2105590.97,0.0999,1.1,-0.009155960617530212
1988.SH,2021-02-25,0.03,2089661.13,0.0991,1.02,0.02812380137689585
1988.SH,2021-02-26,-0.01,2070107.72,0.0982,0.99,-0.009733913530811655
1988.SH,2021-03-01,0.0,1508702.4,0.0716,0.68,0.001954165234127281
1988.SH,2021-03-02,-0.02,1530523.28,0.0726,0.73,-0.020766072771446265
1988.SH,2021-03-03,0.05,2126608.87,0.1009,1.14,0.049311893839576904
1988.SH,2021-03-04,0.0,2213996.95,0.105,1.19,0.0001881198581648036
1988.SH,2021-03-05,0.03,2486868.59,0.118,1.32,0.03383036385723104
1988.SH,2021-03-08,-0.01,2175307.18,0.1032,1.1,-0.008967840759365409
1988.SH,2021-03-09,-0.02,2498718.83,0.1186,1.19,-0.018045834765872737
1988.SH,2021-03-10,0.0,1771880.39,0.0841,0.77,-0.0014541789318691656
1988.SH,2021-03-11,0.0,1727775.55,0.082,0.78,-0.0015321455428924935
1988.SH,2021-03-12,0.02,1571623.96,0.0746,0.74,0.020000000000000018
1988.SH,2021-03-15,0.02,2099162.97,0.0996,1.08,0.020688106160422937
1988.SH,2021-03-16,0.0,1217825.8,0.0578,0.63,0.0022202517033154123
1988.SH,2021-03-17,-0.02,1356595.42,0.0644,0.81,-0.018467854457107524
1988.SH,2021-03-18,-0.01,941600.94,0.0447,0.59,-0.01068810616042315
1988.SH,2021-03-19,-0.03,1610928.87,0.0764,1.12,-0.03187619862310376
1988.SH,2021-03-22,0.03,1284556.95,0.0609,0.89,0.02820176798791918
1988.SH,2021-03-23,0.01,1388366.92,0.0659,1.08,0.008733940926295869
1988.SH,2021-03-24,0.01,1255963.85,0.0596,0.95,0.012642271394549986
1988.SH,2021-03-25,-0.01,1108759.94,0.0526,0.86,-0.00888987414834208
1988.SH,2021-03-26,-0.03,2189713.14,0.1039,1.65,-0.02957798030876546
1988.SH,2021-03-29,0.03,1983615.89,0.0941,1.37,0.028201767987919624
1988.SH,2021-03-30,0.01,1458592.29,0.0692,0.92,0.008733940926295425
1988.SH,2021-03-31,0.05,3354681.01,0.1592,2.1,0.052642271394550466
1988.SH,2021-04-01,-0.02,1890367.5,0.0897,0.94,-0.017513661827496474
1988.SH,2021-04-02,-0.02,1397312.76,0.0663,0.64,-0.016857742303191703
1988.SH,2021-04-06,-0.01,1478734.48,0.0702,0.73,-0.012220251703315643
1988.SH,2021-04-07,0.01,2062779.37,0.0979,1.08,0.008123801376896278
1988.SH,2021-04-08,-0.01,1239302.71,0.0588,0.61,-0.010422019691235018
1988.SH,2021-04-09,0.01,1248206.8,0.0592,0.77,0.010422019691235018
1988.SH,2021-04-12,0.02,1616637.17,0.0767,1.09,0.01957798030876523
1988.SH,2021-04-13,-0.01,1305930.87,0.062,0.85,-0.008545821068131065
1988.SH,2021-04-14,0.0,1160396.51,0.0551,0.78,0.001188092462681034
1988.SH,2021-04-15,-0.02,953822.66,0.0453,0.73,-0.020766072771446265
1988.SH,2021-04-16,0.02,1024467.57,0.0486,0.82,0.0193118938395771
1988.SH,2021-04-19,0.0,1243944.24,0.059,1.03,-0.0008440393824695747
1988.SH,2021-04-20,-0.01,1206587.93,0.0572,1.06,-0.008467854457107293
1988.SH,2021-04-21,0.0,808858.19,0.0384,0.72,-0.0003440530802114594
1988.SH,2021-04-22,-0.02,1580101.36,0.075,1.51,-0.020766072771446265
1988.SH,2021-04-23,-0.02,1101118.16,0.0522,0.94,-0.020688106160422937
1988.SH,2021-04-26,-0.02,1260550.95,0.0598,1.06,-0.02222025170331543
1988.SH,2021-04-27,0.0,981259.31,0.0466,0.82,-0.0022202517033154123
1988.SH,2021-04-28,0.0,909350.9,0.0431,0.79,-0.0015321455428924935
1988.SH,2021-04-29,0.03,1479395.74,0.0702,1.27,0.029999999999999805
1988.SH,2021-04-30,-0.03,1603654.79,0.0761,1.4,-0.028967840759365426
1988.SH,2021-05-06,0.01,1408883.25,0.0668,1.13,0.011266059073704149
1988.SH,2021-05-07,0.02,1742502.86,0.0827,1.37,0.018045834765872737
1988.SH,2021-05-10,-0.02,1507134.9,0.0715,1.05,-0.018545821068130852
1988.SH,2021-05-11,0.01,1001318.11,0.0475,0.65,0.010844039382469806
