instrument_short,datetime,change,vol,turnover_rate,volume_ratio,factor_x
1988.SH,2010-03-31,-0.08,621970.18,0.035,0.62,-0.0696970008909874
1988.SH,2010-04-01,0.02,470478.86,0.0265,0.54,0.018013648129754145
1988.SH,2010-04-02,-0.02,494088.86,0.0278,0.54,-0.02544047601114663
1988.SH,2010-04-06,0.0,330285.01,0.0186,0.4,0.0008440393824695747
1988.SH,2010-04-07,-0.03,434949.94,0.0245,0.82,-0.03153214554289274
1988.SH,2010-04-08,-0.03,415758.26,0.0234,0.88,-0.03103215924063374
1988.SH,2010-04-09,0.03,421619.36,0.0237,0.98,0.026669622445026242
1988.SH,2010-04-12,-0.02,352466.77,0.0198,0.84,-0.021266059073703936
1988.SH,2010-04-13,0.05,599620.48,0.0337,1.53,0.051610112153915644
1988.SH,2010-04-14,-0.04,585946.48,0.033,1.32,-0.03981188014183523
1988.SH,2010-04-15,0.0,450347.68,0.0253,0.95,0.002454151536385396
1988.SH,2010-04-16,-0.05,318173.62,0.0179,0.66,-0.05306429108578481
1988.SH,2010-04-19,-0.15,1016651.01,0.0572,2.2,-0.15172026540105765
1988.SH,2010-04-20,0.01,500748.66,0.0282,0.84,0.0010088399395966618
1988.SH,2010-04-21,0.01,500297.3,0.0281,0.87,-0.0011470384914815668
1988.SH,2010-04-22,-0.06,571874.78,0.0322,1.03,-0.05888987414834279
1988.SH,2010-04-23,0.03,548133.89,0.0308,0.94,0.02870175429017774
1988.SH,2010-04-26,0.0,532178.93,0.0299,0.85,-0.0035642773880431022
1988.SH,2010-04-27,0.0,609263.25,0.0343,1.15,0.0022982183143387402
1988.SH,2010-04-28,0.01,421523.05,0.0237,0.76,0.009999999999999787
1988.SH,2010-04-29,0.06,789715.78,0.0444,1.47,0.06034405308021196
1988.SH,2010-04-30,0.08,868423.98,0.0488,1.5,0.08283039125271507
1988.SH,2010-05-04,-0.06,380222.68,0.0214,0.59,-0.05265113872963134
1988.SH,2010-05-05,0.0,371598.72,0.0209,0.61,0.0040642636903012175
1988.SH,2010-05-06,-0.08,660939.41,0.0372,1.17,-0.08459643662867755
1988.SH,2010-05-07,-0.02,555915.43,0.0313,0.91,-0.02275242464169125
1988.SH,2010-05-10,0.06,577397.55,0.0325,1.02,0.053183311668006716
1988.SH,2010-05-11,-0.07,726132.4,0.0408,1.43,-0.06946782706162402
1988.SH,2010-05-12,0.04,650604.73,0.0366,1.12,0.0421880650671973
1988.SH,2010-05-13,0.07,1159996.06,0.0652,1.83,0.0660137029207224
1988.SH,2010-05-14,-0.04,377341.16,0.0212,0.51,-0.03452733735273483
1988.SH,2010-05-17,-0.13,833461.0,0.0469,1.19,-0.126013702920722
1988.SH,2010-05-18,-0.01,845441.35,0.0475,1.13,-0.017536981128533746
1988.SH,2010-05-19,-0.05,570247.69,0.0321,0.74,-0.060302999109012934
1988.SH,2010-05-20,-0.01,433369.64,0.0244,0.57,-0.01248633817250333
1988.SH,2010-05-21,0.07,691848.1,0.0389,1.13,0.06582558306255715
1988.SH,2010-05-24,0.05,704478.47,0.0396,1.04,0.05164229879003379
1988.SH,2010-05-25,-0.1,604435.02,0.034,0.93,-0.09291722519881862
1988.SH,2010-05-26,0.01,238544.32,0.0134,0.4,0.010389833055116426
1988.SH,2010-05-28,0.09,959496.05,0.054,1.8,0.08268332536574885
1988.SH,2010-05-31,0.08,2097863.18,0.118,3.28,0.08386255049334945
1988.SH,2010-06-01,0.01,2865519.95,0.1611,3.11,0.019647079584707683
1988.SH,2010-06-02,-0.21,3580700.07,0.2014,2.65,-0.2035273647482181
1988.SH,2010-06-03,-0.05,1234731.26,0.0694,0.63,-0.05645904191299467
1988.SH,2010-06-04,-0.06,846446.86,0.0476,0.39,-0.21780779360142777
1988.SH,2010-06-07,-0.09,896496.28,0.0504,0.42,-0.10071142546146117
1988.SH,2010-06-08,-0.04,852369.63,0.0479,0.45,-0.05841793315082766
1988.SH,2010-06-09,0.12,1131755.93,0.0636,0.76,0.11172913273613805
1988.SH,2010-06-10,-0.08,535988.47,0.0301,0.54,-0.07893565412324755
1988.SH,2010-06-11,0.0,335613.26,0.0189,0.39,0.006440448615663286
1988.SH,2010-06-17,0.01,348690.92,0.0196,0.46,0.003871417828430257
1988.SH,2010-06-18,-0.07,963964.06,0.0542,1.5,-0.06965594691978838
1988.SH,2010-06-21,0.1,867162.56,0.0488,1.31,0.09835770120996568
1988.SH,2010-06-22,-0.01,568559.26,0.032,0.93,-0.01192197859800892
1988.SH,2010-06-23,-0.03,300926.13,0.0169,0.49,-0.02268332536574924
1988.SH,2010-06-24,0.0,226529.23,0.0127,0.37,-0.001798232012080625
1988.SH,2010-06-25,0.0,254129.74,0.0143,0.43,-0.0022982183143387402
1988.SH,2010-06-28,0.0,283771.21,0.016,0.64,0.0
1988.SH,2010-06-29,-0.08,634369.48,0.0357,1.94,-0.07999999999999963
1988.SH,2010-06-30,-0.08,519338.51,0.0292,1.53,-0.08275242464169175
1988.SH,2010-07-01,0.0,193629.62,0.0109,0.5,-0.00888100681326165
1988.SH,2010-07-02,0.01,178186.43,0.01,0.47,0.003871417828429813
1988.SH,2010-07-05,-0.03,346958.62,0.0195,0.96,-0.029655946919788345
1988.SH,2010-07-06,0.11,642890.29,0.0362,1.72,0.10973391353081174
1988.SH,2010-07-07,0.0,279122.96,0.0157,0.74,0.0014863655679873133
1988.SH,2010-07-08,-0.01,196427.41,0.011,0.6,-0.0015731995140910726
1988.SH,2010-07-09,0.07,386011.55,0.0217,1.17,0.06965594691978838
1988.SH,2010-07-12,0.03,414699.15,0.0233,1.12,0.031642298790033774
1988.SH,2010-07-13,-0.06,305793.64,0.0172,0.8,-0.05360533135924195
1988.SH,2010-07-14,0.02,340337.49,0.0191,1.08,0.02023389983307
1988.SH,2010-07-15,-0.08,291119.84,0.0164,0.89,-0.08390833046825419
1988.SH,2010-07-16,-0.02,211938.54,0.0119,0.61,-0.0212202790987992
1988.SH,2010-07-19,0.03,318191.6,0.0179,1.02,0.023183311668006912
1988.SH,2010-07-20,0.06,488050.72,0.0274,1.66,0.05950001369774194
1988.SH,2010-07-21,0.01,365727.07,0.0206,1.11,0.014362536795607284
1988.SH,2010-07-22,0.02,347963.42,0.0196,1.04,0.024940489708888958
1988.SH,2010-07-23,0.02,546723.3,0.0307,1.58,0.021454178931869183
1988.SH,2010-07-26,-0.01,233305.7,0.0131,0.56,-0.0077797482966843745
1988.SH,2010-07-27,-0.01,677734.52,0.0381,1.71,-0.008811907537319197
1988.SH,2010-07-28,0.05,766577.87,0.0431,1.77,0.04888987414834256
1988.SH,2010-07-29,0.01,335150.42,0.0188,0.65,0.010954192629610837
1988.SH,2010-07-30,-0.03,286972.51,0.0161,0.56,-0.02582558306255711
1988.SH,2010-08-02,0.04,439775.37,0.0247,0.96,0.039733913530811904
1988.SH,2010-08-03,-0.06,335987.96,0.0189,0.67,-0.060922005993492956
1988.SH,2010-08-04,-0.01,333138.6,0.0187,0.77,-0.009000027395484
1988.SH,2010-08-05,-0.06,494053.44,0.0278,1.43,-0.06494048970888855
1988.SH,2010-08-06,0.03,301160.3,0.0169,0.8,0.0271696087472848
1988.SH,2010-08-09,-0.02,478212.72,0.0269,1.26,-0.02356427738804312
1988.SH,2010-08-10,-0.06,381919.55,0.0215,0.98,-0.05838988784608423
1988.SH,2010-08-11,0.01,212650.48,0.012,0.53,0.006403535975838981
1988.SH,2010-08-12,-0.02,220053.83,0.0124,0.59,-0.02425238354846604
1988.SH,2010-08-13,0.01,228527.35,0.0129,0.72,0.010077966611023115
1988.SH,2010-08-16,0.04,388025.34,0.0218,1.28,0.038811907537319
1988.SH,2010-08-17,-0.01,432826.81,0.0243,1.51,-0.007857714907707702
1988.SH,2010-08-18,0.01,416480.09,0.0234,1.41,0.012720238005573314
1988.SH,2010-08-19,0.01,396781.77,0.0223,1.18,0.009577980308765444
1988.SH,2010-08-23,-0.05,335904.89,0.0189,0.9,-0.04888987414834256
1988.SH,2010-08-24,-0.01,407447.71,0.0229,1.03,-0.010954192629610837
1988.SH,2010-08-25,-0.05,378458.84,0.0213,0.95,-0.05417441693744296
1988.SH,2010-08-26,0.02,296811.11,0.0167,0.77,0.017513661827496474
1988.SH,2010-08-27,-0.02,282633.96,0.0159,0.78,-0.023142257696808333
1988.SH,2010-08-30,0.01,360931.94,0.0203,1.06,0.010844039382469806
1988.SH,2010-08-31,-0.06,720077.14,0.0405,2.09,-0.06118809246268109
1988.SH,2010-09-01,0.02,454867.78,0.0256,1.12,0.018701754290177508
1988.SH,2010-09-02,0.02,339680.74,0.0191,0.8,0.016091669531745456
1988.SH,2010-09-03,-0.02,330558.38,0.0186,0.77,-0.017779748296684605
1988.SH,2010-09-06,0.04,428033.52,0.0241,0.97,0.04084403938246961
1988.SH,2010-09-07,0.01,418986.87,0.0236,0.92,0.009844066777953131
1988.SH,2010-09-08,-0.03,344264.2,0.0194,0.87,-0.026591655834003358
1988.SH,2010-09-09,-0.03,356427.84,0.02,0.96,-0.03026608646918838
1988.SH,2010-09-10,0.0,251137.21,0.0141,0.67,-0.0033303775549731185
1988.SH,2010-09-13,0.01,363347.68,0.0204,1.01,0.007701781685661491
1988.SH,2010-09-14,-0.02,388931.28,0.0219,1.12,-0.01965594691978856
1988.SH,2010-09-15,-0.03,402966.05,0.0227,1.18,-0.02992203338897692
1988.SH,2010-09-16,-0.07,482067.09,0.0271,1.37,-0.07256430478352671
1988.SH,2010-09-17,0.0,232131.57,0.0131,0.61,-0.004706589875818956
1988.SH,2010-09-20,-0.01,220176.41,0.0124,0.59,-0.015362509400123514
1988.SH,2010-09-21,0.02,114099.66,0.0064,0.33,0.01965594691978856
1988.SH,2010-09-27,0.03,297931.21,0.0168,1.03,0.029922033388976477
1988.SH,2010-09-28,0.01,253268.44,0.0142,0.94,0.012564304783526659
1988.SH,2010-09-29,0.05,451235.59,0.0254,2.02,0.052642271394550466
1988.SH,2010-09-30,0.01,263547.07,0.0148,0.99,0.01248633817250333
1988.SH,2010-10-08,0.04,413644.68,0.0233,1.5,0.04417441693744273
1988.SH,2010-10-11,0.04,650640.14,0.0366,1.94,0.04214228509229212
1988.SH,2010-10-12,0.0,504638.64,0.0284,1.24,0.004440503406630825
1988.SH,2010-10-13,0.03,466597.99,0.0262,1.02,0.033064291085785236
1988.SH,2010-10-14,0.05,1179713.75,0.0663,2.57,0.0510321592406342
1988.SH,2010-10-15,0.15,1802745.52,0.1014,2.8,0.15401848371539595
1988.SH,2010-10-18,-0.03,2035554.52,0.1145,2.21,-0.02100883993959668
1988.SH,2010-10-19,0.0,1085832.32,0.0611,0.91,0.010458932331059323
1988.SH,2010-10-20,-0.01,1065354.94,0.0599,0.81,-0.012298218314338971
1988.SH,2010-10-21,-0.06,608935.63,0.0342,0.42,-0.06034405308021151
1988.SH,2010-10-22,-0.05,522317.64,0.0294,0.4,-0.052830391252714826
1988.SH,2010-10-25,0.06,654221.18,0.0368,0.62,0.053683297970265276
1988.SH,2010-10-26,-0.05,547359.16,0.0308,0.7,-0.051766045375962744
1988.SH,2010-10-27,0.01,418938.66,0.0236,0.62,0.012876171227620414
1988.SH,2010-10-28,0.03,443499.98,0.0249,0.81,0.02651368922298003
1988.SH,2010-10-29,0.0,520284.31,0.0293,1.01,0.001798232012080625
1988.SH,2010-11-01,0.06,774550.83,0.0436,1.5,0.062298218314338794
1988.SH,2010-11-02,-0.01,814051.28,0.0458,1.5,-0.00793568151873103
1988.SH,2010-11-11,0.01,1024654.69,0.0576,1.72,-0.09574761645153407
1988.SH,2010-11-12,-0.12,751066.19,0.0422,1.05,-0.12420660357356095
1988.SH,2010-11-15,0.06,648516.22,0.0365,0.83,0.04821063532300007
1988.SH,2010-11-16,-0.12,573162.32,0.0322,0.71,-0.1271285547760863
1988.SH,2010-11-17,0.0,359174.18,0.0202,0.47,0.0004677996661399675
1988.SH,2010-11-18,0.01,318316.3,0.0163,0.47,0.00080712674264527
1988.SH,2010-11-19,-0.01,607085.25,0.031,1.15,-0.009655946919788772
1988.SH,2010-11-22,-0.04,496867.2,0.0254,0.99,-0.03957798030876525
1988.SH,2010-11-23,0.0,459955.09,0.0235,0.98,-0.0021422850922920844
1988.SH,2010-11-24,0.01,465102.15,0.0238,1.04,0.006935708914215244
1988.SH,2010-11-25,0.03,545136.64,0.0279,1.16,0.030344053080211264
1988.SH,2010-11-26,0.0,403575.07,0.0206,0.78,0.001798232012080625
1988.SH,2010-11-29,-0.01,238178.85,0.0122,0.5,-0.007701781685661047
1988.SH,2010-11-30,-0.04,467356.69,0.0239,1.11,-0.040344053080211495
1988.SH,2010-12-01,0.01,202087.52,0.0103,0.48,0.007857714907707702
1988.SH,2010-12-02,0.04,268778.88,0.0137,0.72,0.03727976199442651
1988.SH,2010-12-03,-0.02,262226.88,0.0134,0.83,-0.017857714907707933
1988.SH,2010-12-06,0.0,241808.75,0.0124,0.84,0.002376184925362068
1988.SH,2010-12-07,0.0,245325.73,0.0125,0.85,-0.0015321455428924935
1988.SH,2010-12-08,-0.03,181748.16,0.0093,0.74,-0.029999999999999805
1988.SH,2010-12-09,0.0,250837.87,0.0128,1.05,-0.0010321592406343782
1988.SH,2010-12-10,0.0,251136.7,0.0128,1.06,-0.0022982183143387402
1988.SH,2010-12-13,0.04,338077.01,0.0173,1.44,0.040000000000000036
1988.SH,2010-12-14,0.01,309444.38,0.0158,1.22,0.011376212320845625
1988.SH,2010-12-15,-0.02,312300.78,0.016,1.17,-0.01659165583400357
1988.SH,2010-12-16,-0.02,205108.15,0.0105,0.7,-0.01992203338897669
1988.SH,2010-12-17,-0.01,169611.9,0.0087,0.6,-0.0122202517033152
1988.SH,2010-12-20,-0.02,316960.03,0.0162,1.19,-0.02187619862310397
1988.SH,2010-12-21,0.02,392728.98,0.0201,1.5,0.018545821068130852
1988.SH,2010-12-22,-0.02,272100.66,0.0139,0.97,-0.020844039382469592
1988.SH,2010-12-23,0.0,307111.8,0.0157,1.13,0.0008440393824695747
1988.SH,2010-12-24,-0.01,238598.42,0.0122,0.82,-0.01153214554289228
1988.SH,2010-12-27,-0.01,406462.36,0.0208,1.33,-0.01034405308021169
1988.SH,2010-12-28,-0.02,309016.51,0.0158,0.96,-0.021110125851657724
1988.SH,2010-12-29,0.01,216580.07,0.0111,0.71,0.008545821068131065
1988.SH,2010-12-30,0.0,329093.44,0.0168,1.11,-0.001188092462681034
1988.SH,2010-12-31,0.01,343408.54,0.0176,1.14,0.010766072771446034
1988.SH,2011-01-04,0.03,469782.7,0.024,1.46,0.030344053080211264
1988.SH,2011-01-05,-0.03,335950.53,0.0172,1.01,-0.02820176798791918
1988.SH,2011-01-06,-0.01,238222.21,0.0122,0.7,-0.008733940926295425
1988.SH,2011-01-07,0.05,757343.5,0.0387,2.21,0.04735772860544962
1988.SH,2011-01-10,-0.04,350350.49,0.0179,0.82,-0.039045807370388985
1988.SH,2011-01-11,0.02,230288.02,0.0118,0.54,0.022454151536385414
1988.SH,2011-01-12,0.02,246761.92,0.0126,0.65,0.01762381507463795
1988.SH,2011-01-13,0.01,315358.19,0.0161,0.86,0.0122202517033152
1988.SH,2011-01-14,-0.03,258810.82,0.0132,0.68,-0.02812380137689585
1988.SH,2011-01-17,-0.05,401288.85,0.0205,1.43,-0.050266086469187954
1988.SH,2011-01-18,0.01,234921.17,0.012,0.81,0.0059815162846037495
1988.SH,2011-01-19,0.0,420423.05,0.0215,1.44,-0.0034863107770197743
1988.SH,2011-01-20,-0.04,350363.22,0.0179,1.07,-0.03923392722855379
1988.SH,2011-01-21,0.04,435769.24,0.0223,1.31,0.0386237876791542
1988.SH,2011-01-24,-0.01,306617.85,0.0157,0.83,-0.011688078764938936
1988.SH,2011-01-25,0.03,395763.94,0.0202,1.13,0.03272023800557333
1988.SH,2011-01-26,0.01,193737.75,0.0099,0.51,0.010266086469188362
1988.SH,2011-01-27,0.01,282241.02,0.0144,0.84,0.012642271394549986
1988.SH,2011-01-31,-0.01,383148.82,0.0196,1.19,-0.00888987414834208
1988.SH,2011-02-01,0.0,234453.45,0.012,0.75,0.00042201969123478733
1988.SH,2011-02-09,-0.02,198989.88,0.0102,0.67,-0.020766072771446265
1988.SH,2011-02-10,0.02,175918.4,0.009,0.68,0.0193118938395771
1988.SH,2011-02-11,0.0,379182.16,0.0194,1.49,-0.0008440393824695747
1988.SH,2011-02-14,0.05,704139.79,0.036,2.57,0.051532145542892316
1988.SH,2011-02-15,-0.01,500733.97,0.0256,1.48,-0.008279734598942934
1988.SH,2011-02-16,0.01,224875.23,0.0115,0.57,0.013486310777020005
1988.SH,2011-02-17,0.0,285877.29,0.0146,0.72,-0.00042201969123478733
1988.SH,2011-02-18,-0.01,233720.51,0.012,0.56,-0.009233927228553984
1988.SH,2011-02-21,-0.01,234882.25,0.012,0.6,-0.010344053080211246
1988.SH,2011-02-22,-0.03,348370.32,0.0178,1.18,-0.03111012585165751
1988.SH,2011-02-23,-0.01,239013.78,0.0122,0.9,-0.011798232012080856
1988.SH,2011-02-24,0.0,209655.47,0.0107,0.78,-0.0026422713945501997
1988.SH,2011-02-25,0.01,259897.32,0.0133,1.03,0.009233927228553984
1988.SH,2011-02-28,0.0,201779.61,0.0103,0.78,0.0003440530802114594
1988.SH,2011-03-01,0.01,278451.63,0.0142,1.11,0.010766072771446034
1988.SH,2011-03-02,0.02,475683.76,0.0243,2.0,0.020344053080211477
1988.SH,2011-03-03,0.03,770273.22,0.0394,2.7,0.03145417893186897
1988.SH,2011-03-04,0.01,436623.83,0.0223,1.1,0.012564304783527103
1988.SH,2011-03-07,0.02,642207.29,0.0328,1.48,0.022642271394550217
1988.SH,2011-03-08,0.01,582135.69,0.0298,1.12,0.011454178931868952
1988.SH,2011-03-09,0.07,1215098.82,0.0621,2.09,0.07187619862310424
1988.SH,2011-03-10,-0.07,670663.2,0.0343,0.92,-0.06682555566707382
1988.SH,2011-03-11,-0.03,367994.82,0.0188,0.52,-0.027045862161356293
1988.SH,2011-03-14,-0.04,577148.58,0.0295,0.83,-0.04639466864075814
1988.SH,2011-03-15,-0.01,425899.72,0.0218,0.62,-0.013674430635184809
1988.SH,2011-03-16,0.01,250295.65,0.0128,0.38,0.0065916558340037845
1988.SH,2011-03-17,-0.03,220810.77,0.0113,0.48,-0.030422019691234592
1988.SH,2011-03-18,-0.01,362686.49,0.0185,0.98,-0.010266086469188362
1988.SH,2011-03-21,0.01,341680.94,0.0175,0.93,0.007357728605450031
1988.SH,2011-03-22,0.02,327545.15,0.0168,1.02,0.019577980308764786
1988.SH,2011-03-23,0.02,277621.09,0.0142,0.92,0.021454178931869183
1988.SH,2011-03-24,0.01,293927.88,0.015,0.96,0.012220251703315643
1988.SH,2011-03-25,0.06,793561.38,0.0406,2.47,0.061876198623104006
1988.SH,2011-03-28,0.0,610190.69,0.0312,1.5,0.0028303912527150032
1988.SH,2011-03-29,-0.01,897713.21,0.0459,1.95,-0.0054035633713227504
1988.SH,2011-03-30,0.02,794176.9,0.0406,1.38,0.01965594691978856
1988.SH,2011-03-31,-0.03,362828.29,0.0186,0.54,-0.030077966611023133
1988.SH,2011-04-01,0.04,469849.84,0.024,0.68,0.04049998630225815
1988.SH,2011-04-06,0.04,924494.32,0.0473,1.47,0.03907799400650713
1988.SH,2011-04-07,0.0,546399.23,0.0279,0.79,0.004440503406630825
1988.SH,2011-04-08,-0.01,416947.95,0.0213,0.67,-0.006935708914215244
1988.SH,2011-04-11,-0.02,607032.15,0.031,1.12,-0.020344053080211477
1988.SH,2011-04-12,0.01,578237.17,0.0296,0.98,0.008545821068131065
1988.SH,2011-04-13,0.04,496782.26,0.0254,0.81,0.038811907537319
1988.SH,2011-04-14,0.01,752540.48,0.0385,1.42,0.012142285092291871
1988.SH,2011-04-15,0.02,479109.62,0.0245,0.84,0.023408344165996464
1988.SH,2011-04-18,0.0,404532.51,0.0207,0.69,0.0014541789318691656
1988.SH,2011-04-19,-0.06,514680.85,0.0263,0.95,-0.05846785445710756
1988.SH,2011-04-20,0.0,362844.41,0.0186,0.69,-0.0020643184812687565
1988.SH,2011-04-21,0.0,432845.58,0.0221,0.86,-0.0045964366286774805
1988.SH,2011-04-22,-0.01,300545.17,0.0154,0.68,-0.009999999999999787
1988.SH,2011-04-25,-0.03,423276.46,0.0216,1.05,-0.030344053080211708
1988.SH,2011-04-26,-0.01,356122.92,0.0182,0.88,-0.011798232012080412
1988.SH,2011-04-27,0.02,363658.67,0.0186,0.97,0.017357728605449818
1988.SH,2011-04-28,0.01,722508.91,0.037,1.93,0.009922033388976459
1988.SH,2011-04-29,-0.01,443052.86,0.0227,1.02,-0.008123801376895834
1988.SH,2011-05-03,0.03,363550.5,0.0186,0.79,0.030422019691234592
1988.SH,2011-05-04,-0.03,526914.54,0.0269,1.17,-0.029733913530811673
1988.SH,2011-05-05,0.04,555894.83,0.0284,1.15,0.0412660590737044
1988.SH,2011-05-06,-0.02,221749.66,0.0113,0.42,-0.02092200599349292
1988.SH,2011-05-09,-0.01,168138.48,0.0086,0.4,-0.007623815074638163
1988.SH,2011-05-10,0.0,154552.11,0.0079,0.42,-0.001876198623103953
1988.SH,2011-05-11,0.0,149622.53,0.0077,0.46,-0.0007660727714462467
1988.SH,2011-05-12,-0.02,194595.2,0.01,0.78,-0.020000000000000018
1988.SH,2011-05-13,0.02,210706.44,0.0108,1.19,0.0193118938395771
1988.SH,2011-05-16,-0.02,345813.49,0.0177,1.97,-0.020844039382469592
1988.SH,2011-05-17,0.0,164808.5,0.0084,0.78,0.0008440393824695747
1988.SH,2011-05-18,0.03,164514.37,0.0084,0.77,0.028467854457107755
1988.SH,2011-05-19,-0.01,142827.99,0.0073,0.66,-0.008967840759365853
1988.SH,2011-05-20,0.0,197658.63,0.0101,0.96,0.001954165234127281
1988.SH,2011-05-23,-0.05,450328.44,0.023,2.22,-0.05076607277144607
1988.SH,2011-05-24,-0.02,230766.31,0.0118,1.03,-0.021720265401057315
1988.SH,2011-05-25,-0.03,190007.35,0.0097,0.8,-0.0345184700176544
1988.SH,2011-05-26,0.02,178946.79,0.0092,0.74,0.017435695216473146
1988.SH,2011-05-30,0.04,329001.73,0.0168,1.32,0.038389887846084214
1988.SH,2011-05-31,0.0,232031.71,0.0119,0.84,0.002908357863738331
1988.SH,2011-06-01,-0.01,221213.58,0.0113,0.95,-0.0069357089142148
1988.SH,2011-06-02,-0.04,295793.06,0.0151,1.28,-0.040344053080211495
1988.SH,2011-06-03,0.02,133226.34,0.0068,0.53,0.017857714907707933
1988.SH,2011-06-07,0.02,192853.37,0.0099,0.8,0.01762381507463795
1988.SH,2011-06-08,0.01,262364.05,0.0134,1.22,0.0122202517033152
1988.SH,2011-06-09,0.0,488305.03,0.025,2.21,0.001876198623103953
1988.SH,2011-06-10,-0.03,304049.1,0.0156,1.11,-0.17923392722855347
1988.SH,2011-06-13,-0.02,204877.36,0.0105,0.74,-0.026192955443806287
1988.SH,2011-06-14,0.0,206312.89,0.0106,0.71,-0.01447741604645536
1988.SH,2011-06-15,-0.02,120081.93,0.0061,0.41,-0.02153214554289251
1988.SH,2011-06-16,-0.02,178630.98,0.0091,0.67,-0.020688106160422937
1988.SH,2011-06-17,-0.01,143798.45,0.0074,0.71,-0.012220251703315643
1988.SH,2011-06-20,-0.04,206220.47,0.0105,1.21,-0.04187619862310399
1988.SH,2011-06-21,0.0,184262.54,0.0094,1.08,-0.0021422850922920844
1988.SH,2011-06-22,0.05,342714.67,0.0175,2.06,0.04693570891421528
1988.SH,2011-06-23,0.07,677365.73,0.0346,3.21,0.07172026540105714
1988.SH,2011-06-24,0.08,765268.91,0.0391,2.46,0.08623873541871152
1988.SH,2011-06-27,-0.03,229296.95,0.0117,0.53,-0.021885065958184402
1988.SH,2011-06-28,-0.03,174463.38,0.0089,0.4,-0.024903577069064653
1988.SH,2011-06-29,-0.04,377474.05,0.0193,0.86,-0.043330377554973154
1988.SH,2011-06-30,-0.01,422402.69,0.0216,0.95,-0.013674430635184365
1988.SH,2011-07-01,0.0,308976.66,0.0158,0.78,-0.0034083441659964464
1988.SH,2011-07-04,0.03,393937.84,0.0201,1.3,0.029233927228553558
1988.SH,2011-07-05,-0.01,460860.64,0.0236,1.37,-0.008967840759365409
1988.SH,2011-07-06,-0.04,496568.02,0.0254,1.26,-0.038045834765872755
1988.SH,2011-07-07,-0.01,327327.47,0.0167,0.79,-0.012142285092292315
1988.SH,2011-07-08,0.02,171835.31,0.0088,0.43,0.01659165583400357
1988.SH,2011-07-11,0.0,230471.15,0.0118,0.62,-0.00007796661102332791
1988.SH,2011-07-12,-0.04,234832.25,0.012,0.7,-0.03846785445710754
1988.SH,2011-07-13,0.04,179631.03,0.0092,0.61,0.0386237876791542
1988.SH,2011-07-14,0.0,157170.57,0.008,0.69,-0.0016880787649391493
1988.SH,2011-07-15,-0.01,158909.64,0.0081,0.82,-0.0069357089142148
1988.SH,2011-07-18,-0.01,189339.34,0.0097,0.99,-0.01034405308021169
1988.SH,2011-07-19,-0.01,228332.63,0.0117,1.24,-0.011110125851657493
1988.SH,2011-07-20,-0.01,242004.74,0.0124,1.32,-0.011110125851657937
1988.SH,2011-07-21,-0.01,133972.35,0.0069,0.69,-0.011110125851657493
1988.SH,2011-07-22,0.01,111690.07,0.0057,0.59,0.00888987414834208
1988.SH,2011-07-25,-0.04,314875.2,0.0161,1.74,-0.04042201969123482
1988.SH,2011-07-26,0.01,172730.32,0.0088,0.84,0.00938986045060064
1988.SH,2011-07-27,-0.01,281677.01,0.0144,1.44,-0.012720238005573758
1988.SH,2011-07-28,-0.02,188803.36,0.0097,0.93,-0.01957798030876523
1988.SH,2011-07-29,0.05,353116.75,0.0181,1.65,0.0485458210681311
1988.SH,2011-08-01,-0.03,177515.07,0.0091,0.68,-0.029811880141835445
1988.SH,2011-08-02,-0.02,205297.57,0.0105,0.87,-0.017201795383403162
1988.SH,2011-08-03,-0.01,168124.02,0.0086,0.7,-0.012986324474761446
1988.SH,2011-08-04,0.01,102744.89,0.0053,0.47,0.008123801376895834
1988.SH,2011-08-05,-0.04,321875.92,0.0165,1.6,-0.04042201969123438
1988.SH,2011-08-08,-0.06,381619.24,0.0195,1.96,-0.060610139549399644
1988.SH,2011-08-09,0.01,653970.98,0.0334,2.77,0.004871390432946043
1988.SH,2011-08-10,0.01,291278.46,0.0149,0.89,0.00574761645153421
1988.SH,2011-08-11,0.02,234421.19,0.012,0.67,0.021110125851657724
1988.SH,2011-08-12,0.01,223059.7,0.0114,0.59,0.011454178931868952
1988.SH,2011-08-15,0.02,266989.88,0.0137,0.75,0.02187619862310397
1988.SH,2011-08-16,-0.01,185069.7,0.0095,0.55,-0.008545821068130621
1988.SH,2011-08-17,0.0,126210.97,0.0065,0.53,0.001188092462681034
1988.SH,2011-08-18,-0.03,154876.04,0.0079,0.75,-0.030766072771446495
1988.SH,2011-08-19,-0.02,183638.16,0.0094,0.96,-0.021032159240634396
1988.SH,2011-08-22,-0.01,138228.11,0.0071,0.75,-0.012986324474761446
1988.SH,2011-08-23,0.03,163002.07,0.0083,1.03,0.02812380137689585
1988.SH,2011-08-24,-0.01,104774.55,0.0054,0.68,-0.009733913530811655
1988.SH,2011-08-25,0.07,373424.76,0.0191,2.51,0.07195416523412712
1988.SH,2011-08-26,-0.02,200995.46,0.0103,1.04,-0.01835770120996605
1988.SH,2011-08-29,-0.03,178586.68,0.0091,0.91,-0.025325596760298996
1988.SH,2011-08-30,0.02,248817.12,0.0127,1.22,0.017435695216473146
1988.SH,2011-08-31,0.01,134384.41,0.0069,0.61,0.008389887846083965
1988.SH,2011-09-01,0.0,124897.38,0.0064,0.55,0.001876198623103953
1988.SH,2011-09-02,-0.03,111466.61,0.0057,0.63,-0.029233927228553558
